item_id,title,date,publisher,fids,fnames
4239975,TIGER/line 1992,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3656,30000038688606.iso
4303876,Proceedings of the twenty-first annual Conference on Analysis of Pollutants in the Environment,[1999],"U.S. Environmental Protection Agency, Office of Water, Office of Science and Technology, Engineering and Analysis Division",FID2993,30000067771166.iso
4298428,Photovoltaics 1991-1995,[1999?],Produced for the Office of Photovoltaics and Wind Technologies by the Office of Scientific and Technical Information,FID2552|FID1630|FID3637|FID522,30000061675405_1.iso|30000061675405_2.iso|30000061675405_3.iso|30000061675405_4.iso
5284241,Multiple cause-of-death file,2000-,"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID1674|FID2904|FID812|FID1072|FID2236|FID2005|FID83|FID3645|FID174|FID1949,30000053680124.iso|30000053680132.iso|30000053680140.iso|30000053680157.iso|30000053680165.iso|30000053680173.iso|30000053680181.iso|30000053680199.iso|30000053680207.iso|30000053680215.iso
5397951,Climate atlas of the United States,2002,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Climatic Data Center",FID1226,30000082162896.iso
4230757,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID844,30000038608521.iso
4295854,Global ecosystems database,1997,"National Environmental Satellite, Data, and Information Center National Geophysical Data Center",FID1307,30000062204320.iso
5434874,Nisqually National Wildlife Refuge,[2002],"U.S. Department of the Interior, Fish and Wildlife Service",FID3800,30000081824009.iso
4210609,National postsecondary student aid study,19uu,"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID2612|FID375|FID1354|FID1853,30000047539337.iso|30000047539345.iso|30000047539352.iso|30000048832632.iso
4273228,Bioindicators for assessing ecological integrity of prairie wetlands,[1996],"U.S. Environmental Protection Agency, Office of Research and Development, National Health and Environmental Effects Research Laboratory, Western Ecology Division",FID324,30000102588385.img
4266414,"Watershed boundaries and digital elevation model of Oklahoma derived from 1:100,000-scale digital topographic maps",[1995],U.S. Geological Survey,FID199,30000077395469.iso
4244719,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2133,30000044554701.iso
5024040,1997 National Nursing Home Survey,[2000],"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID3030,30000079031625.iso
4275785,National Emission Trends CD-ROM viewer,[1996],U.S. Environmental Protection Agency,FID268,30000050591571.iso
4293203,TIGER/Line,199u,"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of the Census",FID3349|FID3435|FID1677|FID933|FID1958|FID183|FID3638|FID3324|FID3190|FID1929|FID3865|FID1266|FID1392|FID807|FID1834|FID2398|FID1993,30000056285749.iso|30000061193755.iso|30000055847028.iso|30000055847150.iso|30000055847135.iso|30000056274206.iso|30000044871642.iso|30000044872251.iso|30000036886244.iso|30000044895294.iso|30000044895302.iso|30000044895286.iso|30000044896144.iso|30000044896128.iso|30000044896110.iso|30000044896102.iso|30000044896094.iso
4296578,Green chemistry expert system,1998,"United States Environmental Protection Agency, Pollution Prevention and Toxics",FID3744,30000057033593.iso
6741583,HealthySEAT,[2006],U.S. Environmental Protection Agency,FID1443,30000054692482.iso
4262758,1990 census of population and housing,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3882,30000044929226.iso
4300211,"Invasion, intervention, ""intervasion""",1999?],U.S. Army Command and General Staff College Press,FID3163,30000061244798.iso
4944860,Regional seismic lines in West Virginia,2001,"U.S. Dept. of the Interior, U.S. Geological Survey",FID1516,30000076996432.iso
4297850,Probabilities of temperature extremes in the U.S.A,1999,The Center,FID91,30000064047115.iso
6134045,"Voting rights determination file CD-ROM (July 26, 2002)",2001,"U.S. Dept. of Commerce, Economics and Statistics Administration, U.S. Census Bureau",FID2818,30000095859397.iso
4297692,Aeromagnetic surveying in Wisconsin 1997-98,1999,"U.S. Dept. of the Interior, U.S. Geological Survey",FID3484,30000077395378.iso
4241252,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1004,30000035534431.iso
5506603,Beginning postsecondary students longitudinal study second follow-up,[2003],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Education Sciences",FID1018,30000086231895.iso
928393,Drinking water treatment plant advisor,[1996],The Laboratory,FID2132,30000102588641.img
4273355,ENC,1996-,Eisenhower National Clearinghouse for Mathematics and Science Education,FID2906|FID3164|FID607|FID1012,30000044896235.iso|30000046785550.iso|30000048809648.iso|30000062940659.iso
1379692,Monthly power plant report,199u,EIA,FID1526|FID3838|FID716|FID1321|FID3883|FID370|FID1658|FID976|FID2337|FID706|FID547|FID2540|FID2515,30000103218651.img|30000103218669.img|30000103218677.img|30000103218735.img|30000103218727.img|30000103218685.img|30000103218693.img|30000103218701.img|30000103218719.img|30000103218743.img|30000103218750.img|30000103218768.img|30000103218776.img
5565902,"Final draft environmental impact statement, and habitat conservation plan for the proposed issuance of a multiple species incidental take permit for the J.L. Storedahl & Sons, Inc., Daybreak Mine Expansion and Habitat Enhancement Project, East Fork Lewis River, Clark County, Washington",[2002],"U.S. Fish & Wildlife Service, National Marine Fisheries Service",FID910,30000085740128.iso
4974165,National Conference on Tools for Urban Water Resource Management and Protection,[2000],"Technology Transfer and Support Division, National Risk Management Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency",FID880,30000078847096.iso
4926779,FRTR cost and performance remediation case studies and related information,[2001],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID2161,30000078841644.iso
903697,Internal revenue manual,[1996],"Dept. of the Treasury, Internal Revenue Service",FID767,30000050684335.iso
4303362,Innovative remediation and site characterization technologies resources.],1999,"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID2403,30000065992756.iso
4220035,"Data, software and applications for education and research in geology, Virginia",1993,United States Geological Survey,FID1221,30000077393837.iso
4260673,Clinical practice guidelines,[1995?],Agency for Health Care Policy and Research,FID1474,30000050015555.iso
6130307,Selected Office of Water methods and guidance,[2004],"U.S. Environmental Protection Agency, Office of Water",FID2385,30000095289751.iso
6741982,"Seattle, Philadelphia overview",[2006],"U.S. Dept. of Health and Human Services, Substance  Abuse and Mental Health Services Administration, Center for Mental Health Services",FID556,30000103497784.iso
5799933,Education longitudinal study,[2004],"NCES, U.S. Dept. of Education, Institute of Education Sciences",FID3920,30000094726514.iso
4294132,state of the world's plant genetic resources for food and agriculture,[1997],Food and Agriculture Organization of the United Nations,FID2152,30000056285764.iso
4280685,NDVI and derived products,1997-,"U.S. Dept. of Agriculture, Forest Service, Intermountain Research Station",FID383|FID1825|FID2588|FID805|FID1492|FID3217|FID2114|FID2051|FID1419|FID460|FID1656|FID2105|FID1845|FID1573|FID1837|FID3140|FID2358|FID191|FID2891|FID585|FID1102|FID1437|FID3178|FID3144|FID2234|FID3103|FID1784|FID3573|FID3085|FID1964|FID441,30000047533298_1.iso|30000047533298_2.iso|30000047533298_3.iso|30000047533298_4.iso|30000047533298_5.iso|30000047533322_1.iso|30000047533322_2.iso|30000047533322_3.iso|30000047533322_4.iso|30000047533322_5.iso|30000047533314_1.iso|30000047533314_2.iso|30000047533314_3.iso|30000047533314_4.iso|30000047533314_5.iso|30000047533306_1.iso|30000047533306_2.iso|30000047533306_3.iso|30000047533306_4.iso|30000047533306_5.iso|30000048800498_1.iso|30000048800498_2.iso|30000048800498_3.iso|30000048800498_4.iso|30000048800498_5.iso|30000048839553_4.iso|30000048839553_5.iso|30000048881530_1.iso|30000048881530_2.iso|30000048881530_3.iso|30000048881530_4.iso
5274321,Residential lead desktop reference,[2000],"U.S. Dept. of Housing and Urban Development, Office of Healthy Homes and Lead Hazard Control",FID1010,30000077044471.iso
5894295,Health care and HIV,[2004?],"U.S. Dept. of Health and Human Service, Health Resources and Services Administration, HIV/AIDS Bureau",FID639,30000095209460.iso
6311908,AT & L knowledge sharing system,[2005],"Dept. of Defense, Defense Acquisition University",FID2879|FID164,30000102101403_1.iso|30000102101403_2.iso
4291061,Geologic hazard photos,[1997],National Geophysical Data Center,FID1279|FID1862|FID3420,30000062203900_1.iso|30000062203900_2.iso|30000062203900_3.iso
4302077,National Conference on Retrofit Opportunities for Water Resource Protection in Urban Environments,[1999],"Technology Transfer and Support Division, National Risk Management Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency",FID1518,30000062221829.iso
4234108,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3604,30000036885568.iso
5143034,Welcome to NASA's Earth Science Enterprise,[2001],"NASA, Goddard Space Flight Center",FID1808,30000081718367.iso
1279355,NAVEDTRA 130A series manuals,[1998],Chief of Naval Education & Training,FID829,30000061189944.iso
1296143,National Health Interview Survey,199u,National Center for Health Statistics,FID3646,30000048845675.iso
4303877,"Comprehensive management and use plan, final environmental impact statement, California National Historic Trail, Pony Express National Historic Trail ; Management and use plan update, final environmental impact statement, Oregon National Historic Trail, Mormon Pioneer National Historic Trail",[1999],"U.S. Dept. of the Interior, National Park Service",FID3792,30000065992749.iso
4234574,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2072,30000036885634.iso
1375187,Monthly electric utility sales & revenue report with state distributions,199u,EIA,FID1318,30000102583840.img
5162013,United States Army and World War II,[2002],U.S. Army Center of Military History,FID900|FID958|FID2362,30000081720231_1.iso|30000081720231_2.iso|30000081720231_3.iso
633380,TIGER/census tract street index,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2391,30000044871667.iso
5663594,"Preflight, understanding current capabilities, user requirements and impacts",2003?],"Dept. of Commerce, National Oceanic and Atmospheric Administration",FID1906|FID2434|FID1857|FID1535|FID3256|FID2746|FID520|FID997|FID2461|FID2518|FID75|FID3916|FID1160|FID508|FID3224|FID1586,30000085737322.iso|30000085738494.iso|30000085738486.iso|30000085738635.iso|30000085738478.iso|30000085738627.iso|30000085738619.iso|30000085738510.iso|30000085737330.iso|30000085737348.iso|30000085737355.iso|30000085737363.iso|30000085738502.iso|30000085737207.iso|30000085737223.iso|30000085737215.iso
5162014,ECLS-K longitudinal kindergarten-first grade public-use,[2002],"National Center for Education Statistics, U.S. Dept. of Education",FID1057,30000081718276.iso
1036237,General Land Office automated records project,1997],"U.S. Dept. of the Interior, Bureau of Land Management, Eastern States",FID2706,30000050034606.iso
4955891,"Satellite Data, Sea Surface Temperature",[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID1110,30000076103401.iso
4234106,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2625,30000036885709.iso
4302867,Baccalaureate and beyond longitudinal study second follow-up DAS,[1999],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID1732,30000067278584.iso
5546288,Impaired driving information resource CD,[2002],NHTSA,FID49,30000086272808.iso
4298535,Gross product by industry for the United States and states,1998,"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of Economic Analysis",FID1153,30000061675645.iso
4296643,Contributions to the gold metallogeny of northern Nevada,1998,"U.S. Dept. of the Interior, U.S. Geological Survey",FID3576,30000077395238.iso
6924790,Embracing our future,[2004?],"U.S Dept. of Health and Human Services, Administration for Children and Families, Office of Head Start",FID1893,30000110391202.iso
715261,General Land Office automated records project,1995],"U.S. Dept. of the Interior, Bureau of Land Management, Eastern States",FID1327,30000044953879.iso
5657927,Program manual for the high school/high tech program,[2003],Office of Disability Employment Policy,FID2587,30000085741241.iso
4297687,future of social security for this generation and the next,1999],U.S. G.P.O.],FID2743,30000064047073.iso
4265769,C-MAN and buoy reports and summarized elements,[1996],National Climatic Data Center,FID3270,30000050034572_1.iso
4230245,Agriculture specialty publications and 1987 public use files,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1370,30000035452964.iso
8476611,Municipal nutrient removal technologies reference document,[2008],"U.S. Environmental Protection Agency, Office of Wastewater Management",FID3247,30000126547425.iso
4296047,1961-1990 global climate normals,1998,The Center,FID2395,30000061709493.iso
4302490,Alaska aeromagnetic compilation,1999,U.S. Geological Survey,FID3460,30000077395394.iso
5177396,Hazardous materials transportation training modules,1997,"U.S. Dept. of Transportation, Research and Special Programs Administration",FID2123,30000053453811.iso
5683522,Address Information System Products ZIP+4 by state,200u,United States Postal Service,FID1501|FID1649|FID2913|FID967|FID2939|FID3559|FID1064|FID2764|FID3054|FID3316|FID1601|FID2293|FID84|FID1425|FID1778|FID1902|FID2566|FID408|FID3073|FID3102|FID3410|FID36|FID2298,30000053546697.iso|30000083887798.iso|30000096143486.iso|30000082817002.iso|30000053556381.iso|30000096143478.iso|30000083887806.iso|30000083887780.iso|30000083888069.iso|30000096143460.iso|30000096190362.iso|30000103149856.iso|30000054716547.iso|30000096184001.iso|30000096178003.iso|30000096184514.iso|30000054716497.iso|30000054716505.iso|30000096203561.iso|30000096202134.iso|30000096202126.iso|30000102572835.iso|30000116357280.iso
4246356,U.S. exports history,1993-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2255|FID2576|FID2407|FID59|FID253|FID3060|FID3111|FID658|FID3389|FID982|FID1652|FID404|FID2736|FID3129|FID3299,30000056020179.iso|30000044896292.iso|30000044896284.iso|30000044896169.iso|30000044896177.iso|30000067621114.iso|30000047640424.iso|30000048839421.iso|30000048824662.iso|30000056038304.iso|30000056105137.iso|30000056101672.iso|30000053422014.iso|30000053708842.iso|30000096153022.iso
4254707,1990 census of population and housing,[1995-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1679|FID816|FID2228|FID3199|FID1352|FID3804|FID1315,30000044907834.iso|30000044907826.iso|30000044907818.iso|30000044906174.iso|30000044906182.iso|30000044896813.iso|30000044907800.iso
5490574,Delivering timely water quality information to your community,2002,"United States Environmental Protection Agency, National Risk Management Research Laboratory, Office of Research and Development",FID2064,30000085795312.iso
1233449,Basic satellite imagery interpretation,[1996],"Naval Meteorology and Oceanography Command, Naval Oceanographic Office",FID2246,30000056212008.iso
4239977,TIGER/line 1992,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2332,30000038688614.iso
5430080,Fuel cell handbook,[2002],"U.S. Dept. of Energy, National Energy Technology Laboratory, Strategic Center for Natural Gas",FID2460,30000081824140.iso
4279853,Medicare unique physician identification number,199u,Health Care Financing Administration,FID2812|FID3655|FID2019|FID1879|FID638,30000048806602.iso|30000062940626.iso|30000056083177.iso|30000053708115.iso|30000053545897.iso
6497568,NIOSH pocket guide to chemical hazards and other databases,198u,"U.S. Dept. of Health and Human Services, Centers for Disease Control, National Institute for Occupational Safety and Health",FID2401,30000078832916.iso
4241254,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2903,30000035534449.iso
7230549,Consumer credit briefcase,[2007],Federal Trade Commission,FID3648,30000116477278.iso
4951822,"U.S. Air Force Health Study 1997 followup, cycle 5",2000,Air Force Research Laboratory,FID2042,30000078817784.iso
4293229,Report to Congress on the U.S. Department of Energy's Environmental Management Science Program,[1998],Office of Science and Risk Policy,FID884,30000062941103.iso
1068847,Market penetration models,19uu,Energy Information Administration,FID1100|FID1842|FID1292|FID3619,30000048833861.img|30000048833879.img|30000048833887.img|30000048833895.img
6458658,Assessing the arts,[2004],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Education Sciences",FID1979,30000102920380.iso
4248911,"Compilation, Privacy Act issuances",1994?-,"Office of the Federal Register], National Archives and Records Administration",FID242,30000044567216.iso
2833798,Evaluation of demonstrated and emerging technologies for the treatment and cleanup of contaminated land and groundwater,1999],"North Atlantic Treaty Organization, Committee on the Challenges of Modern Society",FID3405,30000067771182.iso
4235268,Firearms evidence sourcebook (FES),[1994?],National Institute of Justice,FID1566|FID422|FID42|FID3802|FID1746|FID3209|FID3232|FID2730|FID68|FID1234|FID1846,30000102556341.img|30000056997137.img|30000102556358.img|30000056997053.img|30000056997061.img|30000056997079.img|30000056997087.img|30000056997095.img|30000056997103.img|30000056997111.img|30000056997129.img
6468754,Managed Care Enrollment and Payment Conference,[2002?],"U.S. Dept. of Health & Human Services, Centers for Medicare & Medicaid Services",FID2462,30000102920588.iso
4274264,HUD rehabilitation energy guidelines for one-to-four family dwellings,[1996],The Office,FID1953,30000056997020.img
4295624,"Appropriations, budget estimates, etc",199u,Prepared under the direction of the Committees on Appropriations of the Senate and House of Representatives,FID2966,30000061426486.iso
5322736,Country reports on human rights practices,2001,Dept. of State,FID2716,30000085240822.iso
4245083,1992 census of agriculture,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID565,30000044554685.iso
4295919,Detector Development Laboratory interactive tour,[1998],The Center,FID2775,30000061404137.iso
4274266,CARE,1996,"U.S. Dept. of Agriculture, Agricultural Research Service, National Agricultural Library, Animal Welfare Information Center, Animal and Plant Health Inspection Service, Animal Care",FID1499,30000044896185.iso
6151222,"Vehicle inventory and use survey, 2002",[2004],"U.S. Dept. of Commerce, Economics and Statistics Administration, U.S. Census Bureau",FID1579,30000096538974.iso
707305,Conterminous U.S. land cover characteristics data set 1990 prototype,[1993?],"EROS Data Center, U.S. Geological Survey, National Mapping Division",FID3466,30000077395329.iso
682317,1990 census of population and housing,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3632,30000044896821.iso
5413195,LandView 5,[2002],"U.S. Dept. of Commerce, Bureau of the Census, Geography Division",FID1838|FID3845,30000081824561_1.iso|30000081824561_2.iso
2790145,First responder course,[1999],U.S. Dept. of Agriculture,FID3769,30000067352538.iso
4227541,"HCFA's laws--Titles XI, XVIII, XIX; regulations--Titles 42, 45; manuals",199u,The Administration,FID85,30000116203104.iso
5799935,"Yes, I can =",[2003?],White House Initiative on Educational Excellence for Hispanic Americans,FID525,30000094726498.iso
451066,"Aeronautical charting data, sampler II",[1990?],The Division,FID3657,30000050015068.iso
4907101,EFS,[2000?],U.S. Patent and Trademark Office,FID309|FID3818,30000078177684_1.iso|30000078177684_2.iso
4203579,Toxic release inventory,[1989?-,Office of Toxic Substances,FID1273|FID1466|FID465|FID387|FID458,30000080365996_1.iso|30000080365996_2.iso|30000116203138_1.iso|30000116203138_2.iso|30000116203138_3.iso
5143030,Comprehensive engine management system,2000],U.S. Air Force,FID1319,30000081718375.iso
3715825,EPA's state and local climate change outreach kit,[2000],"U.S. Environmental Protection Agency, Office of Air and Radiation",FID1265,30000078830423.iso
4288667,1993 national study of postsecondary faculty,1998],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID1811,30000056959012.iso
1025064,Background material and data on programs within the jurisdiction of the Committee on Ways and Means,1994-,Committee on Ways and Means,FID480,30000047535426.iso
4255049,budget of the United States Government,1995,"Executive Office of the President, Office of Management and Budget",FID3452|FID1782|FID1405|FID142|FID3781|FID2049|FID1952|FID39|FID2507|FID3402|FID2672|FID445,30000050618143.iso|30000050618135.iso|30000050618127.iso|30000047648484.iso|30000048832285.iso|30000056083292.iso|30000053425280.iso|30000053421388.iso|30000053708099.iso|30000053529305.iso|30000096153261.iso|30000096188846.iso
4182352,1987 economic censuses,[1989]-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3760|FID208|FID418|FID3859|FID2995|FID620|FID3009|FID851|FID1122,30000050015118.iso|30000050015126.iso|30000050015134.iso|30000050015142.iso|30000035452881.iso|30000050015159.iso|30000062940667.iso|30000103499384.img|30000103499392.img
4301762,Export certification manual,[1999],"U.S. Dept. of Agriculture, Marketing and Regulatory Programs, Animal and Plant Health Inspection Service, Plant Protection and Quarantine",FID1898,30000062222587.iso
5019464,Gap analysis of Maine,2000],National Gap Analysis Project,FID719|FID1897,30000078288093.iso|30000078288085.iso
6038476,Discovery kits,2004],"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service",FID965,30000095280347.iso
4289855,National corrections reporting program,1988-,ICPSR,FID3237|FID1258|FID271|FID1247,30000056041084.iso|30000056101060.iso|30000053423087.iso|30000053759738.iso
4298786,Administrative Law Judge and Commission decisions from,1999-,U.S. Occupational Safety and Health Review Commission,FID513|FID575|FID3486|FID984|FID374|FID3602|FID3757|FID2476|FID707|FID1619|FID3547|FID2369|FID2388|FID3476|FID3130|FID2306|FID1071|FID2967|FID3733|FID3468|FID1223,30000081860417_1.iso|30000081860417_2.iso|30000056020518_1.iso|30000056020518_3.iso|30000056050721.iso|30000056091717.iso|30000056101755.iso|30000053422501.iso|30000056101763.iso|30000053708529_1.iso|30000053708529_2.iso|30000053708529_3.iso|30000053423145.iso|32000000477978_1.iso|32000000477978_2.iso|30000053753368.iso|30000096153154.iso|30000053527499.iso|30000053527507.iso|30000096217769.iso|30000054716273.iso
4289647,"NEWILD, user's manual",[1998],"U.S. Dept. of Agriculture, Forest Service, Northeastern Research Station",FID3847,30000102583691.img
1379155,Residential energy consumption survey,1990-,The Division,FID1599|FID3242|FID1691|FID3169|FID3097|FID1938|FID567,30000102584939.img|30000102588211.img|30000102584947.img|30000102588229.img|30000102584954.img|30000102588203.img|30000102588237.img
4951188,Domestic violence by police officers,2000,"U.S. Dept. of Justice, Federal Bureau of Investigation, Behavioral Science Unit",FID2744,30000078818543.iso
3717982,Toxic chemical release inventory,1987,Office of Pollution Prevention and Toxics,FID819|FID321|FID779|FID739,30000048834539.iso|30000056104981.iso|30000056104999.iso|30000056101813.iso
4236958,Photographs of historical mining operations in Colorado and Utah from the U.S. Geological Survey Library,1994,U.S. Geological Survey,FID1487,30000077392979.iso
8918529,Sowing the seeds for healthy waterways,[2008],U.S. Environmental Protection Agency,FID1833,30000125971352.iso
4252478,1990 census of population and housing,[1995-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2349|FID2573|FID432,30000044895807.iso|30000044895815.iso|30000044895823.iso
6530961,Selected OW methods and guidance,2000,,FID337,30000109251011.iso
4231207,TIGER/line 1992,1993,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID233,30000038608703.iso
4301170,Magnetic anomaly data of the former U.S.S.R,1996,"U.S. Naval Oceanographic Office, NOAA, National Geophysical Data Center",FID1152,30000067278832.iso
5633796,Census 2000 summary file 3 (SF3),[2002],U.S. Census Bureau,FID57,30000092561947.iso
4265704,Energy infoDisc,1996-,Energy Information Administration,FID3328|FID2341,30000116221791_1.iso|30000053422493.iso
4908883,"Active Air Force wings as of 1 October 1995 ; USAF active flying, space, and missile squadrons as of 1 October 1995",1999,"Air Force Historical Research Agency, Air Force History and Museums Program, U.S. Air Force",FID1420,30000078893918.iso
4294672,Gamma Ray Observatory,[1997],National Aeronautics and Space Administration,FID1690,30000053912899.iso
4231394,High school and beyond,19uu,"National Center for Education Statistics, Office of Education[al] Research and Improvement, U.S. Dept. of Education",FID3681,30000047539329.iso
6552963,Bicycle and pedestrian safety resource guide,[2006],National Highway Traffic Safety Administration,FID1730,30000109298681.iso
4238889,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3149,30000038667774.iso
1032816,Fetal death data file,1996-,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID3022,30000047657295.iso
4249566,Consolidated federal funds reports,[1994-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2138|FID406|FID3047|FID1553|FID680,30000035452899.iso|30000044564908.iso|30000042355440.iso|30000050574791.iso|30000047646066.iso
4260149,Housing characteristics of condominium housing,1995,"U.S. Dept of Commerce, Bureau of the Census Data User Services Div",FID1098,30000044950396.iso
1006770,Joint Union List of Periodicals (JULIP),1997,Dept. of Defense,FID391,30000050015316.iso
2753723,Clinical classifications for health policy research,1996],Agency for Health Care Policy and Research,FID2198,30000103504340.img
4287594,Soho,[1997],National Aeronautics and Space Administration,FID3308|FID2318,30000050442072_1.iso|30000050442072_2.iso
4944855,Environmental justice,[2000],The Service,FID1435,30000079006569.iso
4907956,"National Fish Strain Registry, Catfish",[2000],U.S. Fish & Wildlife Service,FID2163,30000078974866.iso
4909021,Private school online directory,[2000],"U.S. Dept. of Education, Office of Educational Research and Improvement",FID2580,30000078832973.iso
4947919,SAFARI 2000,2001,"SAFARI 2000 Information System, NASA Goddard Space Flight Center",FID1434|FID3726,30000078818295_1.iso|30000078818295_2.iso
4298170,"Maps showing geology, oil and gas fields and geologic provinces of the Asia Pacific Region",1999,The Survey,FID848,30000077395089.iso
4289318,"topographic field trip of Washington, D.C",1997,U.S. Geological Survey,FID2643,30000050442098.iso
4908029,WAVE-saver for hotels,[2000],Metropolitan Water District of Southern California,FID326,30000078830290.iso
5487320,Indiana,c2002,"National Geographic Holdings, Inc",FID3419|FID2232|FID3896|FID3006|FID3024,30000077367930.iso|30000077367930_1.iso|30000077367930_2.iso|30000077367930_3.iso|30000077367930_4.iso
5501901,International course,[2003],NASA,FID3823|FID944,30000087742445_1.iso|30000087742445_2.iso
4249291,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2081,30000036885980.iso
4909013,Reducing tobacco use,[2000?],Dept. of Health and Human Services,FID2012,30000078894197.iso
5315320,FRTR cost and performance remediation case studies and related information,[2002],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID2686,30000082087077.iso
7437342,Bomb threat response,c2002,Stonehouse Media,FID2703,30000116585542.iso
4235305,TIGER/line 1992,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID17,30000035475619.iso
4243309,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2448,30000036885238.iso
5703419,National Education Longitudinal Study,[2004],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Educational Sciences",FID1563,30000085799918.iso
779069,U.S. Navy marine climatic atlas of the world,[1995],The Detachment,FID3894,30000044929200.iso
1379108,Oak Ridge uranium market model,1992-,Energy Information Administration,FID147|FID486,30000102588245.img|30000076097207.img
3446600,TIGER/census tract street index,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3182,30000044551459.iso
5402353,new era,2002],President's Commission on Excellence in Special Education,FID1998,30000082764899.iso
5525274,Publications of the Joint History Office,2002,Joint Chiefs of Staff,FID1848|FID711,30000086269267_1.iso|30000086269267_2.iso
1251711,Annual report,19uu,Western Area Power Administration,FID2317,30000053753418.iso
4910232,Introduction to Superfund enforcement,[2000?],The Office,FID3943,30000078832890.iso
4210147,USA counties,1992-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1009|FID1272|FID855|FID46|FID766,30000044567190.iso|30000044567208.iso|30000044949125.iso|30000050561335.iso|30000056041464.iso
4256771,Fertility,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID454,30000044896839.iso
4911873,EOSDIS terra data sampler #1,[2000],"National Aeronautics Space Administration, Goddard Space Flight Center, EOSDIS Science Operations Office",FID1476,30000078177742.iso
5294943,Greater Green River Basin Production Improvement Project,[2002],"U.S. Dept. of Energy, Office of Fossil Energy, National Energy Technology Laboratory",FID2216,30000061555474.iso
626891,Congressional districts of the United States,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3941,30000044573008.iso
633776,United States waterway data,[1995?],U.S. Army Corps of Engineers,FID3049,30000044871923.iso
2885929,Final comprehensive conservation plan and environmental impact statement for the Little Pend Oreille National Wildlife Refuge,[2000],Pacific Northwest Planning Team,FID3780,30000079018770.iso
2780249,RODS & CERCLIS,199u,"U.S. Environmental Protection Agency, Office of Emergency and Remedial Response",FID293,30000062940766.iso
