item_id,title,date,publisher,fids,fnames
4282551,Toxic chemical release inventory reporting year,19uu,The Agency,FID2441|FID3542|FID1883|FID2815|FID2129|FID364|FID1805|FID2627|FID854|FID1263|FID2898|FID2111|FID3722,30000102588583.img|30000056101979.img|30000056101961.img|30000102588591.img|30000056102084.img|30000102588609.img|30000056102092.img|30000102588617.img|30000102588625.img|30000056102100.img|30000056102118.img|30000102588633.img|30000116221783.iso
4302455,RMP*Submit,[1999],Chemical Emergency Preparedness and Prevention Office,FID2466,30000067352561.iso
2792098,World port index,1953,U.S. Navy Hydrographic Office,FID318|FID1409,30000053419341.iso|30000096190289.iso
4240529,Joint electronic library,1993,Joint Warfighting Center,FID3153|FID1324|FID912|FID530|FID1065|FID1304|FID319|FID3776|FID1522|FID637|FID981|FID511,30000047651470.iso|30000047651496.iso|30000047522184.iso|30000047651504.iso|30000048823185.iso|30000056043163.iso|30000048880169.iso|30000056101649.iso|30000056084944.iso|32000000478133.iso|30000056103066.iso|30000053423178.iso
5984773,Workplace violence,[2004],"Critical Incident Response Group, National Center for the Analysis of Violent Crime, FBI Academy",FID1003,30000094730433.iso
4955910,Upper Ocean Thermal,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID3139,30000078818493.iso
5630137,Final report on electric clothes dryers and lint ignition characteristics,[2003],"U.S. Consumer Product Safety Commission, Directorate for Engineering Sciences",FID2663,30000085738205.iso
2870166,GeoCanada 2000,c2000,GeoCanada,FID3808,30000077396137.iso
4234110,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2981,30000036885592.iso
4240393,TIGER/line 1992,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID853,30000038669341.iso
4239965,SIR-C education program,[1994?],JPL,FID1336,30000050562341.iso
2885822,"Generalized water-table and water-level data at the U.S. Air Force plant 42 and vicinity, Palmdale, California, March-April, 1997",1999,The Survey,FID2489,30000079592923.iso
485506,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID2140,30000035481617.iso
4239979,TIGER/line 1992,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID916,30000038688598.iso
7307788,Chucho salva el dia,[2007],U.S. Environmental Protection Agency,FID3392,30000115866067.iso
5800222,Flood insurance rate maps,2004,Government Printing Office,FID2701|FID3629|FID1761|FID2687|FID2459|FID1034,30000095948836_1.iso|30000095948836_2.iso|30000095948810_1.iso|30000095948810_2.iso|30000095948802_1.iso|30000095948802_2.iso
6261447,Thirstin's drinking water games & activities,[2004],"U.S. Environmental Protection Agency, Office of Water",FID3560,30000101544181.iso
4276025,Data from selected U.S. Geological Survey national stream water-quality monitoring networks (WQN),1996,The Survey,FID2425|FID285,30000077392706_1.iso|30000077392706_2.iso
4576957,theory of plate tectonics,c1994,"Tasa Graphic Arts, Inc",FID1866,30000077395196.iso
4244211,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2162,30000044547929.iso
5398057,"Final draft environmental impact statement, and habitat conservation plan for the proposed issuance of a multiple species incidental take permit for the J.L. Storedahl & Sons, Inc., Daybreak Mine Expansion and Habitat Enhancement Project, East Fork Lewis River, Clark County, Washington",[2002],"U.S. Fish & Wildlife Service, National Marine Fisheries Service",FID3910,30000082162730.iso
4908754,FRTR cost and performance remediation case studies and related information,[2000],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID2958,30000078832999.iso
4291325,Behavioral Risk Factor Surveillance System 1996 survey data,1998?],"National Center for Chronic Disease Prevention and Health Promotion, Behavioral Surveillance Branch",FID2666,30000053906313.iso
485509,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID2523,30000035481492.iso
4298015,Electronic document system,[1999?],"Air Traffic Publications ATA-10, Air Traffic Airspace Management Program, Federal Aviation Administration",FID1159,30000061675736.iso
4261834,Morbidity and mortality weekly report,[1995-,Centers for Disease Control and Prevention,FID1870,30000048831592.iso
4231449,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3950,30000038608570.iso
4229888,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2927,30000038620443.iso
1248888,Assessment for at-risk youth,[1993],"Center for Human Resources, Brandeis University, Heller Graduate School",FID1403,30000102556382.img
4272823,Small Business Tax Education Program,[1996],"Dept. of the Treasury, Internal Revenue Service",FID824,30000062940675.iso
4931365,Selected Office of Water methods and guidance,[2001],The Agency,FID2626,30000078832213.iso
5643919,Climate atlas of the United States,2000,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Climatic Data Center",FID592,30000082158373.iso
4191486,U.S. imports of merchandise,1989,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1212|FID1636|FID1184|FID1555|FID1567|FID2677|FID545|FID821|FID2670|FID2368|FID2581|FID1123|FID1383|FID1513|FID222|FID1704|FID1948|FID3249|FID524|FID1665|FID1947|FID718|FID3669|FID2784|FID471|FID3490|FID723|FID820|FID2046|FID2667|FID216|FID1400|FID3474|FID1804|FID1060|FID796|FID2104|FID1852|FID2086|FID1337|FID3503|FID43|FID582|FID1322|FID2986|FID2100|FID1348|FID361|FID3364|FID2083|FID78|FID126|FID3532|FID2994|FID945|FID3276|FID1529|FID48|FID3913|FID3931|FID3185|FID3498|FID3031|FID1983|FID695|FID3899|FID2502|FID661|FID2940|FID3636|FID312|FID3875|FID3067|FID3488|FID3335|FID3228|FID941|FID2950|FID3058|FID2170|FID3570|FID1001|FID3384|FID1309|FID2519|FID1734|FID2854|FID228|FID1472|FID956|FID1197|FID1867|FID1015|FID1402|FID644|FID1270|FID3033|FID2603|FID671|FID438|FID1168|FID2897|FID3431|FID1942|FID3070|FID3496|FID3329|FID3713|FID189,30000047537364.iso|30000047537455.iso|30000047537463.iso|30000047537471.iso|30000047537372.iso|30000047537380.iso|30000047537398.iso|30000047537406.iso|30000047537414.iso|30000056041001.iso|30000047537422.iso|30000047537430.iso|30000047537448.iso|30000047537489.iso|30000047646488.iso|30000047646470.iso|30000047649680.iso|30000047537497.iso|30000047637248.iso|30000047639848.iso|30000047640408.iso|30000047641257.iso|30000047642685.iso|30000047643469.iso|30000047522176.iso|30000048832624.iso|30000048832293.iso|30000048834059.iso|30000048809630.iso|30000048839405.iso|30000048839413.iso|30000048824647.iso|30000048823284.iso|30000048829471.iso|30000048829489.iso|30000048829497.iso|30000048836443.iso|30000056083276.iso|30000056084878.iso|30000048838456.iso|30000061426494.iso|30000056038312.iso|30000056043023.iso|30000056048758.iso|30000056083268.iso|30000056091816.iso|30000056100955.iso|30000056100831.iso|30000056100963.iso|30000056105194.iso|30000056105178.iso|30000056104627.iso|30000056101680.iso|30000053415406.iso|30000056100948.iso|30000056100849.iso|30000053421321.iso|30000053421826.iso|30000056100971.iso|30000053421834.iso|30000056100856.iso|30000056102530.iso|30000056102548.iso|30000056103132.iso|30000056103140.iso|30000053421339.iso|32000000478182.iso|32000000477705.iso|30000053708495.iso|30000053485821.iso|30000053422519.iso|30000053422022.iso|30000053422774.iso|30000053422766.iso|32000000478158.iso|32000000478166.iso|32000000478174.iso|30000053708503.iso|30000053525642.iso|30000053525766.iso|30000053525659.iso|30000053708511.iso|30000053709014.iso|30000053710699.iso|30000053757898.iso|30000053757880.iso|30000053757765.iso|30000053525758.iso|30000096148949.iso|30000096148956.iso|30000096149079.iso|30000053589283.iso|30000053589291.iso|30000053565218.iso|30000053565200.iso|30000053589309.iso|30000053589317.iso|30000096148931.iso|30000096144583.iso|30000096144575.iso|30000096144567.iso|30000096144559.iso|30000096176767.iso|30000096176775.iso|30000096190214.iso|30000096176783.iso|30000096202274.iso|30000047537356.img|30000103499475.img
4276300,Zip code business patterns,19uu,Bureau of the Census,FID3118|FID2363|FID3834|FID3616|FID2987|FID334|FID3110|FID3450|FID3066|FID841,30000047534718.iso|30000047649581.iso|30000056091691.iso|30000076094337.iso|30000056105145.iso|32000000477713.iso|30000053421313.iso|32000000477655.iso|30000053753343.iso|30000096202209.iso
4267894,world factbook,1995?-,Central Intelligence Agency,FID317|FID2619|FID557|FID3700|FID3438,30000048805919.iso|30000048805927.iso|30000048805935.iso|30000056974847.iso|30000056047461.iso
4234573,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3302,30000036885626.iso
5409996,Yucca Mountain science and engineering report,[2001],"U.S. Dept. of Energy, Office of Civilian Radioactive Waste Management",FID1654,30000076584675.iso
1355719,Budget and annual performance plan of the U.S. Department of Commerce,1999-,Office of the Chief Financial Officer,FID1914,30000048862662.iso
6224170,"Endangered Species Act, build smart",c2004,"U.S. Dept. of Transportation, Federal Highway Administration, Portland State University",FID316|FID3453,30000101538126_1.iso|30000101538126_2.iso
4300399,World ocean atlas 1998,[1999],The Laboratory,FID1913|FID116|FID2860,30000065731915_1.iso|30000065731915_2.iso|30000078909656.iso
4281036,"National Survey of Family Growth, cycle IV",1997],"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2947,30000050360407.iso
4248694,1990 census of population and housing,[1994-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID532|FID587|FID2157,30000044540296.iso|30000044540288.iso|30000044540270.iso
5389627,GASIS,[1999],"U.S. Dept. of Energy, National Energy Technology Laboratory, Strategic Center for Natural Gas",FID35,30000082159744.iso
4284724,Technical documentation with imagery and digital data,[1997],"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Climatic Data Center",FID1385,30000050414618.iso
707633,USGS-NGIC geomagnetic observatory data,1989,"U.S. Geological Survey, National Geomagnetic Information Center",FID2931|FID3245,30000077395147.iso|30000077395154.iso
4297875,Profiles of gamma-ray and magnetic data from aerial surveys over the conterminous United States,1999,The Survey,FID477|FID2944|FID2711,30000077393167_1.iso|30000077393167_2.iso|30000077393167_3.iso
4233177,Budget of the United States Government,1994-,"Executive Office of the President of the U.S., Office of Management and Budget",FID206|FID569|FID1313,32000000478208.iso|30000047637404.iso|30000056091410.iso
4269863,Monthly catalog of United States government publications,1996-,"Cataloging Branch, Library Division, Library Programs Service, Supt. of Docs., U.S. G.P.O",FID2924,30000082620950.iso
4229448,Comprehensive housing affordability strategy (CHAS) database,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID112,30000050015530.iso
4234820,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3379,30000036885618.iso
2885814,Puerto Rico,2000,"U.S. Dept. of the Interior, U.S. Geological Survey",FID3275,30000079593277.iso
4301972,"Seismic-reflection surveys of the Blake Ridge, R/V Cape Hatteras, 1992 and 1995, data acquisition, navigation and processing",[1999],"U.S. Dept. of the Interior, U.S. Geological Survey",FID2242|FID891|FID1249,30000077392573.iso|30000077392573_1.iso|30000077392573_2.iso
5032930,Thistles,[2000],"U.S. Dept. of Agriculture, Agricultural Research Service",FID2437,30000076094147.iso
4296728,AirsExecutive+,1999,"U. S. Environmental Protection Agency, Office of Air Quality Planning & Standards, Information Transfer & Program Integration Division, Information Transfer Group",FID2926,30000057033601.iso
5565904,Emergency responder chemical and biological equipment guides and database,2003,"U.S. Department of Justice, Office of Justice Programs, National Institute of Justice",FID1366,30000086276411.iso
4259696,1990 Census of Population and Housing,1995,"U.S. Dept. of Commerce, Bureau of the census, Data User Services Div",FID3203,30000044950784.iso
5315437,Meeting our nation's housing challenges,2002],The Commission,FID774,30000082743802.iso
6089594,U.S. Census Bureau cartographic products,[2004],"U.S. Census Bureau, U.S. Dept. of Commerce, Economics and Statistics Administration",FID1580|FID62,30000082818463.iso|30000102565656.iso
4296420,Crosswell seismic tomography at the USGS fractured rock research site,1998,U.S. Geological Survey,FID1547,30000077395303.iso
4302419,Proceedings of the ... annual Software Engineering Workshop,1999-,Goddard Space Flight Center,FID239|FID1059,30000056084274.iso|30000066251426.iso
6009545,Reading Leadership academy guidebook,[2004],Partnership for Reading,FID1625,30000094730219.iso
4943646,Traffic safety box,[2000?],ComTel Productions,FID2871,30000078841081.iso
4910253,Aquatox for Windows,[2000- ],"U.S. Environmental Protection Agency, Office of Water, Office of Science and Technology",FID1892,30000078833013.iso
4970813,Kachemak Bay ecological characterization,2001,The Center,FID3557,30000079006528.iso
4926774,First responder course,[2000],"U.S. Dept. of Agriculture, Rural Utilities Services, Engineering and Environmental Staff",FID1911,30000078841628.iso
4242256,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2475,30000044527665.iso
5315318,US EPA air pollution control,2002?],U.S. Environmental Protection Agency,FID1061,30000082086921.iso
559327,General Land Office,1994],"U.S. Dept. of the Interior, Bureau of Land Management",FID1137,30000044535064.iso
4302747,Technical lead reports or documents published by EPA's Office of Pollution Prevention and Toxics National Program Chemicals Division Technical Branch.],[1999],The Office,FID2645,30000067351415.iso
4278493,National Health and Nutrition Examination Surveys from the National Center for Health Statistics,19uu,Centers for Disease Control and Prevention,FID1931|FID1671,30000056996915.img|30000056041548.img
5633791,Census 2000 summary file 3 (SF3),[2002],U.S. Census Bureau,FID1991,30000088039445.iso
4287945,Land cover ground sample data summary,[1997?],"USDA Forest Service, Intermountain Research Station",FID2688,30000056959020.iso
4287177,NIOSH criteria documents plus,[1996],National Institute for Occupational Safety and Health,FID3473|FID670,30000050442106.iso|30000062941160.iso
2837005,"Map showing geology, oil and gas fields, and geologic provinces of Iran",1999,U.S. Dept. of the Interior : U.S. Geological Survey,FID119,30000077394066.iso
6640902,Echoes in the Canyons,2006,"Arizona State Museum, in collaboration with Statistical Research, Inc",FID2864,30000111111906.iso
1026519,NEPA/BRAC,19uu,U.S. Army Corps of Engineers,FID1987,30000048800035.iso
4612733,State and metropolitan area data book,1998,U. S. Dept. of Commerce,FID159,30000076622111.iso
1115188,General Land Office automated records project,1997],"U.S. Dept. of the Interior, Bureau of Land Management, Eastern States",FID907,30000056921467.iso
5429240,American practical navigator,[2002]-,National Imagery and Mapping Agency,FID584,30000053698936.iso
7307792,Aquatox release 2.2,[2006],"U.S. Environmental Protection Agency, Office of Water",FID436,30000115866083.iso
485508,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID3267,30000035481476.iso
4233379,U.S. foreign affairs on CD-ROM,1993-,Office of Public Communication,FID2543|FID2945,30000050582455.iso|30000048830172.iso
4274834,Environmental reporting assist file,©1996-,COMNAVSUPSYSCOM,FID1379,30000061426759.iso
6435902,Gas in low permeability reservoirs of the Rocky Mountain Region,2005,Rocky Mountain Association of Geologists,FID274,30000109253983.iso
4298369,"Fixed reproducible tangible wealth of the United States, 1925-97",[1999],"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of Economic Analysis, National Income and Wealth Division",FID598,30000061675538.iso
4284369,1992 economic census,[1997],"U.S. Dept. of Commerce. Bureau of the Census, Data User Services Division",FID1545,30000050360514.iso
6116663,2004 guidelines for water reuse,[2004],"U.S. Environmental Protection Agency, Office of Wastewater Management, Office of Research and Development",FID512,30000095286369.iso
2885939,National transportation atlas databases,1995,"U.S. Dept. of Transportation, Bureau of Transportation Statistics",FID127|FID2351|FID2186|FID538|FID2802,30000061426734.iso|30000053708131.iso|30000067621130.iso|30000078842923.iso|30000053486191_1.iso
4916232,Hydrochemical atlas of the Sea of Okhotsk 2001,[2001],Laboratory of the Marine Ecology,FID2911,30000078802737.iso
4296021,Climatology interdisciplinary data collection (CIDC),1998,Goddard Distributed Active Archive Center,FID1256|FID248|FID3277|FID886,30000060988080_1.iso|30000060988080_2.iso|30000060988080_3.iso|30000060988080_4.iso
4297488,Geomorphology from space,[Between 1996 and 1999?],"Scientific and Technical Information Branch, National Aeronautics and Space Administration]",FID2501,30000062222983.iso
1099699,Administrative notes,1980-1982],"U.S. G.P.O., Supt. of Docs., Library and Statutory Distribution Service",FID2185,30000047654268.img
4295828,Video examples from the TIMSS Videotape Classroom Study,[1998],"National Center for Education Statistics, U.S. Dept. of Education, Office of Educational Research and Improvement",FID2098,30000076585300.iso
4297570,Geological map of Central (Interior) Alaska,1998,Geologica Survey,FID1648,30000077392557.iso
4910858,Troubleshooting guide for small ground water systems with hypochlorination,1999,EPA,FID2752,30000078832965.iso
2779792,Lender liability,[1999],"USDA, Rural Utilities Services",FID1683,30000062221845.iso
4195414,national trade data bank,1990-,"U.S. Dept. of Commerce, Economics and Statistics Administration, Office of Business Analysis",FID3732|FID1486|FID2971|FID2036|FID1023|FID1786|FID2546|FID875|FID2126|FID1521|FID2471|FID578|FID3175|FID476|FID2080|FID3447|FID2759|FID1562|FID3424|FID1175|FID959|FID3426|FID2952|FID2004|FID2862|FID1328|FID2702|FID297|FID696,30000103442020_1.iso|30000103442095_1.iso|30000103442095_2.iso|30000103442046.iso|30000103442111.iso|30000103442061.iso|30000103442079.iso|30000103442087.iso|30000103442053.iso|30000061426767.iso|30000103442103.iso|30000050584311.iso|30000050584303.iso|30000050584295.iso|30000050584287.iso|30000050585839.iso|30000050585821.iso|30000050585813.iso|30000050585813_1.iso|30000050585813_2.iso|30000050585805_1.iso|30000050585805_2.iso|30000042427819_1.iso|30000042427819_2.iso|30000048836427_1.iso|30000048836427_2.iso|30000056105020.iso|30000078880733.iso|30000103442038.iso
1379548,Oil market simulation model (OMS),1990-,"Dept. of Energy, Energy Information Administration",FID2781|FID3661|FID2528|FID3052,30000102588260.img|30000102588278.img|30000102588286.img|30000102588294.img
4243832,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2390,30000036885253.iso
6468751,Safeguarding privacy in the fight against terrorism,2004],Technology and Privacy Advisory Committee,FID3550,30000102920562.iso
5894299,Remembering Apollo 11,2004,"NASA History Office, Office of External Relations, NASA Headquarters",FID1008,30000095209247.iso
5565905,Third annual DNA Grantees' Workshop,[2003?],National Institute of Justice,FID150,30000086276429.iso
4304243,"Let's reduce, reuse, and recycle.]",[2000],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID3633,30000065997128.iso
4269178,Nationwide personal transportation survey 1983 and 1990,[1996?],U.S. Dept. of Transportation,FID1641,30000050034770.iso
4296362,Site characterization library,1998,U.S. Environmental Protection Agency,FID903,30000060973777.iso
4234821,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3568|FID3076,30000036885725.iso|30000038669333.iso
4259133,Southern California Bight,1995?],National Oceanic and Atmospheric Administration,FID1446,30000044953838.iso
5413197,Environmental statute review course,[1997],National Enforcement Training Institute,FID3227,30000081824553.iso
6924791,Afirmemos nuestro futuro,[2004?],"U.S Dept. of Health and Human Services, Administration for Children and Families, Office of Head Start",FID2278,30000110391210.iso
5548793,Measuring & monitoring plant populations,[1998?],"U.S. Dept. of the Interior, Bureau of Land Management",FID3472,30000085740136.iso
4955881,Sea Level,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID1491,30000078818337.iso
2790181,NOAA KLM user's guide,[1999-,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Environmental Satellite, Data, and Information Service, National Climatic Data Center, Climate Services Division, Satellite Services Branch",FID1497,30000067352553.iso
5501903,SORCE,[2003],National Aeronautics and Space Administration,FID1389,30000087742429.iso
4910169,EPA SHEMD,<1997- >,"SHEMD Multimedia Laboratory, USEPA/OARM/OA,SHEMD",FID3369,30000078832908.iso
4677217,Colorado water quality database,1999,Colorado Geological Survey,FID1475,30000077395188.iso
5013149,Delivering timely water quality information to your community,2001,"U.S. Environmental Protection Agency, Office of Research and Development, Office of Environmental Information",FID410,30000076093933.iso
3714523,"Pacific exploratory mission in the tropical Pacific phase A (PEM-tropics A), Aug.-Sept. 1996",[2000],"NASA Langley Research Center, Global Tropospheric Experiment Project Office",FID1206,30000078830316.iso
7318205,Age-related macular degeneration and factor H symposium,2005,National Institutes of Health,FID1218,30000116480330.iso
3446607,TIGER/census tract street index,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3692,30000044551442.iso
5573229,National Conference on Urban Storm Water,[2003],"Technology Transfer and Support Division, National Risk Management Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency",FID2418,30000085735698.iso
4235672,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2929,30000035475593.iso
5056462,Earth Observing-1 Hyperion & Advanced Land Imager (ALI) Data Users Workshop,[2001],National Aeronautics and Space Administration,FID3759,30000076179153.iso
4981208,NPDES compliance inspection manuals,[2000],"U.S. Environmental Protection Agency, Office of Enforcement and Compliance Assurance",FID3412,30000078818410.iso
4191241,County & city data book,1989-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID724|FID1751|FID1667|FID2640|FID2301|FID2303|FID3350|FID1524|FID2107|FID3830,30000048802676.img|30000048802684.img|30000103499400.img|30000048802692.iso|30000048802700.iso|30000102583717.img|30000102583709.img|30000053757971.iso|30000080360484.iso|30000048802668.iso
4302870,South Carolina's coast,[1999],NOAA Coastal Services Center,FID2638|FID1320,30000067352520_1.iso|30000067352520_2.iso
4272323,role of leadership in sustaining school reform,1996],U.S. Dept. of Education,FID2820,30000102588310.img
5560169,National Education Longitudinal Study,[2003],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID3089,30000086276437.iso
5573223,Guide for industrial waste management,2003,"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID2409|FID2344,30000087742619.iso|30000095211508.iso
1347159,Commercial product evaluations,1998],National Computer Security Center,FID1930,30000061709485.iso
4271078,1990 census of population and housing,1996,"U.S. Dept. of Commerce, Bureau of the Census, Administrative and Customer Services Division",FID960,30000050576796.iso
5287407,Gap analysis of West Virginia,2002,National Gap Analysis Project,FID284|FID2094,30000082154273_1.iso|30000082154273_2.iso
4206577,"Digitized strong-motion accelerograms of North and Central American earthquakes, 1933-1986",1992,"U.S. Department of the Interior, U.S. Geological Survey",FID1737,30000077393100.iso
4303350,South Florida multi-species recovery plan,[1999],The Region,FID1632,30000065992889.iso
1225944,Diamond Chuitna coal project,"<1998>, c1997",EPA,FID1374,30000053906297.iso
3719504,Green book 2000,[2000],Financial Management Service,FID890,30000078894247.iso
